-----------------------------------------------------------------------------------------------------------------------------------
g++ CC = g++ -mavx2 -O3                                                                              Intel i5-6500 (Skylake family)
-----------------------------------------------------------------------------------------------------------------------------------
=============================== SKINNY-ZOCB
Encryption Timing (cycles/byte)
 P_len/AD_len(bytes),         0,        15,        30,        45,        60,        75,        90,       105,       120,       135,       150,       165,       180,       195,       210,       225,       240,       255,       270,       285,       300,       315,       330,       345,       360,       375,       390,       405,       420,       435,       450,       465,       480,       495,       510,       525,       540,       555,       570,       585,       600,       615,       630,       645,       660,       675,       690,       705,       720,       735,       750,       765,       780,       795,       810,       825,       840,       855,       870,       885,       900,       915,       930,       945,       960,
                  80,    323.18,    272.25,    235.13,    206.98,    184.61,    230.45,    210.36,    193.30,    194.80,    181.22,    183.48,    172.13,    174.45,    164.90,    168.19,    159.87,    162.47,    155.31,    157.80,    151.22,    153.73,    147.75,    150.22,    144.98,    147.23,    142.44,    144.65,    140.12,    142.37,    138.22,    140.36,    136.50,    138.57,    134.97,    136.99,    133.55,    130.32,    132.30,    129.26,    131.13,    128.27,    130.10,    127.32,    129.10,    126.49,    128.23,    125.76,    127.36,    125.00,    126.65,    124.36,    125.94,    123.75,    125.27,    123.19,    124.65,    122.59,    124.10,    122.13,    123.55,    121.66,    123.06,    121.22,    122.59,    120.82,
                  96,    306.03,    264.36,    233.11,    208.28,    188.11,    171.80,    210.75,    195.24,    181.68,    183.76,    172.47,    174.94,    165.22,    167.85,    159.58,    162.97,    155.71,    158.11,    151.69,    153.99,    148.16,    150.55,    145.27,    147.55,    142.67,    144.96,    140.54,    142.66,    138.49,    140.65,    136.81,    138.85,    135.25,    137.23,    133.80,    135.69,    132.56,    129.51,    131.30,    128.51,    130.36,    127.59,    129.35,    126.73,    128.44,    125.99,    127.62,    125.21,    126.85,    124.58,    126.09,    123.97,    125.46,    123.39,    124.86,    122.83,    124.24,    122.32,    123.66,    121.83,    123.23,    121.39,    122.74,    121.00,    122.29,
                 112,    289.05,    254.87,    228.10,    206.16,    188.08,    172.99,    160.23,    194.53,    182.04,    171.05,    173.50,    164.10,    166.50,    158.44,    161.02,    153.83,    156.55,    150.14,    152.58,    146.85,    149.20,    144.42,    146.74,    141.94,    144.22,    139.75,    141.97,    137.90,    140.00,    136.15,    138.25,    134.66,    136.61,    133.26,    135.18,    131.97,    133.86,    130.88,    127.93,    129.80,    127.09,    128.86,    126.28,    127.97,    125.49,    127.18,    124.84,    126.38,    124.16,    125.73,    123.49,    125.08,    122.96,    124.45,    122.44,    123.92,    121.95,    123.36,    121.49,    122.87,    121.06,    122.39,    120.64,    121.99,    120.24,
                 128,    280.19,    250.58,    227.06,    207.31,    190.72,    176.65,    164.57,    153.86,    184.33,    173.77,    164.54,    167.07,    158.82,    161.40,    154.26,    156.75,    150.33,    152.99,    147.19,    149.62,    144.33,    146.67,    142.33,    144.50,    140.13,    142.30,    138.13,    140.28,    136.44,    138.55,    134.93,    136.91,    133.49,    135.39,    132.23,    134.12,    131.11,    132.93,    130.08,    127.29,    129.10,    126.49,    128.19,    125.70,    127.37,    124.99,    126.61,    124.33,    125.86,    123.71,    125.26,    123.13,    124.63,    122.63,    124.08,    122.11,    123.51,    121.67,    122.98,    121.18,    122.56,    120.82,    122.12,    120.42,    121.72,
                 144,    270.07,    244.47,    223.34,    205.64,    190.47,    177.51,    166.10,    156.06,    147.22,    174.50,    165.71,    157.72,    160.18,    153.19,    155.65,    149.38,    151.91,    146.25,    148.81,    143.66,    145.92,    141.19,    143.43,    139.03,    141.29,    137.12,    139.36,    135.47,    137.55,    134.03,    136.02,    132.63,    134.61,    131.45,    133.30,    130.35,    132.14,    129.33,    131.08,    128.38,    125.81,    127.55,    125.10,    126.78,    124.43,    126.05,    123.78,    125.37,    123.17,    124.70,    122.58,    124.10,    122.10,    123.51,    121.60,    123.07,    121.18,    122.55,    120.77,    122.07,    120.35,    121.64,    119.94,    121.25,    119.61,
                 160,    264.57,    241.94,    222.74,    206.55,    192.47,    180.24,    169.38,    159.79,    151.10,    143.59,    169.10,    161.43,    154.26,    156.78,    150.29,    152.22,    146.56,    149.01,    143.77,    146.31,    141.37,    143.81,    139.35,    141.60,    137.50,    139.62,    135.75,    137.83,    134.26,    136.22,    132.92,    134.84,    131.62,    133.50,    130.56,    132.36,    129.55,    131.32,    128.62,    130.32,    127.72,    125.22,    126.95,    124.60,    126.17,    123.96,    125.53,    123.37,    124.90,    122.76,    124.25,    122.27,    123.73,    121.75,    123.18,    121.31,    122.68,    120.91,    122.21,    120.48,    121.79,    120.09,    121.36,    119.77,    120.97,
                 176,    257.64,    237.30,    219.86,    204.97,    192.02,    180.50,    170.36,    161.24,    153.03,    145.69,    138.99,    162.55,    155.76,    149.47,    151.85,    146.10,    148.12,    142.94,    145.33,    140.57,    142.99,    138.64,    140.87,    136.80,    138.95,    135.13,    137.19,    133.65,    135.66,    132.32,    134.28,    131.09,    133.02,    130.04,    131.86,    129.06,    130.81,    128.14,    129.85,    127.27,    128.92,    126.49,    124.14,    125.79,    123.52,    125.10,    122.93,    124.50,    122.40,    123.92,    121.93,    123.37,    121.45,    122.86,    120.93,    122.36,    120.57,    121.94,    120.19,    121.49,    119.78,    121.07,    119.45,    120.71,    119.12,
                 192,    254.43,    235.86,    219.88,    205.92,    193.62,    182.81,    173.10,    164.43,    156.46,    149.29,    142.85,    136.81,    158.43,    152.14,    146.61,    148.93,    143.73,    145.66,    140.92,    143.17,    138.83,    141.16,    137.08,    139.15,    135.43,    137.49,    133.90,    135.92,    132.58,    134.54,    131.41,    133.25,    130.31,    132.09,    129.28,    131.07,    128.38,    130.07,    127.53,    129.18,    126.72,    128.35,    125.97,    123.70,    125.36,    123.13,    124.70,    122.59,    124.05,    122.09,    123.53,    121.61,    123.04,    121.11,    122.55,    120.74,    122.08,    120.35,    121.62,    119.96,    121.26,    119.59,    120.88,    119.22,    120.49,
                 208,    249.00,    232.13,    217.59,    204.68,    193.26,    182.97,    173.72,    165.43,    157.91,    151.01,    144.66,    138.83,    133.47,    153.50,    148.08,    142.97,    145.30,    140.60,    142.55,    138.11,    140.38,    136.32,    138.59,    134.78,    136.90,    133.39,    135.34,    131.95,    133.96,    130.86,    132.72,    129.80,    131.60,    128.79,    130.50,    127.89,    129.59,    127.04,    128.73,    126.29,    127.92,    125.62,    127.14,    124.95,    122.77,    124.33,    122.29,    123.70,    121.73,    123.17,    121.27,    122.70,    120.83,    122.24,    120.47,    121.80,    120.03,    121.35,    119.69,    120.97,    119.30,    120.56,    118.99,    120.20,    118.67,
                 224,    246.91,    231.45,    217.71,    205.59,    194.72,    184.94,    176.12,    168.14,    160.77,    154.07,    147.81,    142.16,    136.85,    132.00,    150.63,    145.66,    140.96,    143.13,    138.83,    140.71,    136.63,    138.76,    134.95,    137.08,    133.61,    135.63,    132.26,    134.19,    131.07,    132.99,    129.95,    131.79,    129.00,    130.77,    128.06,    129.81,    127.29,    128.86,    126.49,    128.05,    125.76,    127.31,    125.07,    126.62,    124.46,    122.36,    123.94,    121.86,    123.35,    121.42,    122.86,    121.01,    122.37,    120.57,    121.91,    120.19,    121.49,    119.79,    121.05,    119.43,    120.70,    119.08,    120.33,    118.78,    120.00,
                 240,    242.78,    228.47,    215.85,    204.45,    194.23,    185.00,    176.56,    168.87,    161.81,    155.28,    149.37,    143.82,    138.74,    133.95,    129.45,    146.95,    142.41,    138.14,    140.30,    136.30,    138.10,    134.36,    136.43,    132.92,    135.07,    131.70,    133.61,    130.52,    132.44,    129.46,    131.29,    128.53,    130.27,    127.63,    129.33,    126.83,    128.47,    126.06,    127.70,    125.37,    126.90,    124.69,    126.20,    124.08,    125.58,    123.51,    121.51,    122.97,    121.03,    122.48,    120.63,    122.01,    120.22,    121.56,    119.82,    121.15,    119.49,    120.75,    119.12,    120.38,    118.83,    120.05,    118.50,    119.71,    118.20,
                 256,    241.22,    227.79,    216.06,    205.24,    195.38,    186.61,    178.54,    171.09,    164.26,    157.98,    152.08,    146.64,    141.66,    136.91,    132.50,    128.41,    144.80,    140.56,    136.60,    138.72,    134.93,    136.71,    133.16,    135.21,    131.91,    133.94,    130.77,    132.66,    129.72,    131.46,    128.75,    130.47,    127.81,    129.53,    127.02,    128.70,    126.25,    127.91,    125.48,    127.15,    124.91,    126.44,    124.28,    125.79,    123.71,    125.12,    123.16,    121.21,    122.66,    120.91,    122.22,    120.43,    121.76,    120.03,    121.34,    119.70,    120.96,    119.34,    120.55,    118.98,    120.19,    118.67,    119.82,    118.36,    119.54,
                 272,    238.13,    225.69,    214.42,    204.35,    195.11,    186.72,    179.00,    171.84,    165.24,    159.12,    153.52,    148.24,    143.29,    138.68,    134.37,    130.30,    126.47,    142.03,    138.15,    134.44,    136.49,    132.96,    134.68,    131.43,    133.33,    130.29,    132.17,    129.26,    131.07,    128.29,    130.05,    127.40,    129.13,    126.59,    128.25,    125.82,    127.47,    125.12,    126.65,    124.45,    126.00,    123.89,    125.36,    123.32,    124.77,    122.79,    124.21,    122.27,    120.43,    121.84,    120.06,    121.39,    119.66,    120.99,    119.31,    120.61,    118.97,    120.23,    118.67,    119.86,    118.34,    119.54,    118.06,    119.23,    117.80,
                 288,    236.89,    225.17,    214.58,    204.84,    196.08,    188.03,    180.50,    173.60,    167.25,    161.35,    155.86,    150.65,    145.81,    141.17,    136.97,    132.95,    129.20,    125.63,    140.26,    136.69,    133.25,    135.12,    131.85,    133.48,    130.43,    132.33,    129.36,    131.23,    128.52,    130.24,    127.56,    129.28,    126.72,    128.38,    126.01,    127.60,    125.29,    126.88,    124.67,    126.18,    124.05,    125.53,    123.49,    124.96,    122.95,    124.38,    122.45,    123.83,    121.99,    120.19,    121.57,    119.81,    121.15,    119.48,    120.77,    119.14,    120.36,    118.80,    120.01,    118.50,    119.68,    118.18,    119.39,    117.94,    119.06,
                 304,    234.31,    223.24,    213.20,    204.03,    195.62,    187.87,    180.76,    174.16,    167.90,    162.25,    156.92,    151.86,    147.12,    142.71,    138.58,    134.59,    130.91,    127.38,    124.05,    138.05,    134.65,    131.39,    133.30,    130.21,    131.80,    128.89,    130.70,    127.93,    129.77,    127.13,    128.84,    126.33,    127.98,    125.58,    127.21,    124.91,    126.48,    124.26,    125.81,    123.68,    125.18,    123.15,    124.55,    122.62,    124.03,    122.13,    123.49,    121.68,    123.02,    121.24,    119.52,    120.83,    119.15,    120.44,    118.83,    120.08,    118.51,    119.74,    118.19,    119.42,    117.92,    119.11,    117.67,    118.79,    117.41,
                 320,    233.53,    222.98,    213.43,    204.69,    196.65,    189.15,    182.24,    175.81,    169.81,    164.21,    159.06,    154.12,    149.38,    145.10,    141.03,    137.13,    133.46,    129.93,    126.64,    123.50,    136.75,    133.51,    130.50,    132.37,    129.41,    130.94,    128.20,    129.92,    127.34,    129.07,    126.58,    128.23,    125.78,    127.43,    125.12,    126.71,    124.51,    126.01,    123.88,    125.39,    123.35,    124.74,    122.80,    124.17,    122.32,    123.69,    121.77,    123.17,    121.38,    122.70,    120.97,    119.28,    120.58,    119.00,    120.20,    118.66,    119.84,    118.34,    119.53,    118.07,    119.22,    117.77,    118.93,    117.53,    118.68,
                 336,    231.27,    221.39,    212.27,    203.97,    196.23,    189.02,    182.41,    176.21,    170.40,    164.96,    159.89,    155.11,    150.58,    146.28,    142.31,    138.47,    134.90,    131.39,    128.17,    125.11,    122.15,    134.82,    131.82,    128.91,    130.74,    127.98,    129.43,    126.80,    128.57,    126.02,    127.73,    125.37,    126.97,    124.68,    126.24,    124.05,    125.57,    123.46,    124.95,    122.92,    124.37,    122.41,    123.83,    121.95,    123.33,    121.49,    122.83,    121.05,    122.34,    120.67,    121.95,    120.30,    118.66,    119.91,    118.35,    119.59,    118.06,    119.26,    117.78,    118.94,    117.51,    118.69,    117.25,    118.38,    117.03,
                 352,    230.66,    221.11,    212.46,    204.53,    197.02,    190.16,    183.59,    177.63,    171.99,    166.67,    161.81,    157.02,    152.63,    148.46,    144.48,    140.76,    137.21,    133.76,    130.50,    127.43,    124.48,    121.73,    133.80,    130.94,    128.25,    129.96,    127.27,    128.75,    126.23,    127.88,    125.51,    127.18,    124.87,    126.45,    124.21,    125.77,    123.61,    125.11,    123.08,    124.54,    122.56,    123.97,    122.10,    123.49,    121.65,    122.99,    121.23,    122.54,    120.83,    122.10,    120.44,    121.66,    120.05,    118.48,    119.71,    118.18,    119.38,    117.91,    119.09,    117.66,    118.80,    117.39,    118.47,    117.12,    118.24,
                 368,    228.65,    219.70,    211.38,    203.72,    196.59,    189.88,    183.71,    177.86,    172.43,    167.27,    162.51,    157.91,    153.62,    149.50,    145.63,    141.92,    138.42,    135.04,    131.89,    128.87,    125.92,    123.20,    120.55,    132.17,    129.48,    126.87,    128.54,    126.04,    127.45,    125.06,    126.68,    124.41,    126.02,    123.84,    125.37,    123.29,    124.74,    122.74,    124.18,    122.24,    123.64,    121.75,    123.12,    121.29,    122.64,    120.91,    122.22,    120.51,    121.80,    120.13,    121.37,    119.78,    121.00,    119.44,    117.90,    119.12,    117.65,    118.82,    117.36,    118.55,    117.13,    118.26,    116.88,    117.98,    116.65,
                 384,    228.29,    219.62,    211.62,    204.24,    197.39,    190.92,    184.86,    179.27,    173.90,    168.92,    164.20,    159.73,    155.41,    151.44,    147.60,    143.92,    140.51,    137.14,    134.03,    131.05,    128.16,    125.38,    122.76,    120.21,    131.31,    128.76,    126.32,    127.95,    125.53,    126.90,    124.56,    126.18,    123.98,    125.53,    123.43,    124.91,    122.90,    124.35,    122.37,    123.81,    121.91,    123.29,    121.50,    122.83,    121.05,    122.35,    120.67,    121.94,    120.27,    121.54,    119.91,    121.08,    119.58,    120.74,    119.23,    117.74,    118.95,    117.48,    118.66,    117.22,    118.37,    117.00,    118.09,    116.76,    117.84,
                 400,    226.45,    218.33,    210.76,    203.66,    197.02,    190.80,    184.87,    179.39,    174.23,    169.41,    164.81,    160.42,    156.27,    152.34,    148.58,    145.01,    141.59,    138.31,    135.25,    132.26,    129.44,    126.72,    124.10,    121.63,    119.18,    129.93,    127.50,    125.16,    126.73,    124.43,    125.76,    123.56,    125.11,    123.03,    124.55,    122.55,    123.98,    122.05,    123.45,    121.55,    122.95,    121.15,    122.50,    120.72,    122.03,    120.34,    121.63,    119.97,    121.23,    119.61,    120.84,    119.30,    120.48,    118.98,    120.14,    118.65,    117.22,    118.40,    116.98,    118.13,    116.74,    117.85,    116.53,    117.61,    116.33,
                 416,    226.22,    218.42,    211.03,    204.14,    197.73,    191.60,    185.99,    180.60,    175.59,    170.80,    166.37,    162.02,    157.95,    154.05,    150.39,    146.84,    143.50,    140.25,    137.15,    134.27,    131.44,    128.74,    126.17,    123.67,    121.29,    118.97,    129.25,    126.94,    124.67,    126.22,    124.03,    125.30,    123.20,    124.71,    122.63,    124.16,    122.22,    123.65,    121.75,    123.09,    121.27,    122.63,    120.87,    122.21,    120.50,    121.80,    120.11,    121.40,    119.74,    120.99,    119.46,    120.62,    119.11,    120.29,    118.77,    119.95,    118.51,    117.11,    118.26,    116.86,    117.97,    116.64,    117.71,    116.43,    117.46,
                 432,    224.70,    217.15,    210.06,    203.48,    197.26,    191.44,    185.94,    180.74,    175.85,    171.17,    166.79,    162.60,    158.63,    154.83,    151.19,    147.79,    144.40,    141.30,    138.27,    135.35,    132.61,    129.95,    127.39,    124.92,    122.56,    120.27,    118.09,    128.00,    125.81,    123.62,    125.15,    123.04,    124.32,    122.34,    123.74,    121.82,    123.28,    121.40,    122.77,    120.96,    122.31,    120.57,    121.87,    120.18,    121.47,    119.80,    121.06,    119.46,    120.69,    119.16,    120.37,    118.84,    120.01,    118.55,    119.71,    118.25,    119.39,    118.00,    116.63,    117.73,    116.43,    117.48,    116.20,    117.27,    116.01,
                 448,    224.51,    217.21,    210.47,    203.99,    197.96,    192.32,    186.97,    181.84,    177.09,    172.49,    168.17,    164.08,    160.17,    156.43,    152.87,    149.50,    146.23,    143.09,    140.07,    137.22,    134.48,    131.84,    129.28,    126.85,    124.50,    122.22,    120.03,    117.91,    127.46,    125.27,    123.25,    124.72,    122.68,    123.94,    121.98,    123.40,    121.54,    122.92,    121.12,    122.46,    120.74,    122.04,    120.32,    121.61,    119.94,    121.20,    119.58,    120.80,    119.30,    120.49,    118.97,    120.13,    118.63,    119.82,    118.41,    119.49,    118.10,    119.19,    117.86,    116.53,    117.60,    116.30,    117.36,    116.11,    117.13,
                 464,    223.15,    216.16,    209.57,    203.42,    197.61,    192.14,    186.96,    181.93,    177.26,    172.85,    168.61,    164.61,    160.81,    157.10,    153.60,    150.28,    147.09,    144.01,    141.06,    138.21,    135.52,    132.92,    130.39,    127.97,    125.66,    123.42,    121.24,    119.15,    117.09,    126.40,    124.31,    122.35,    123.77,    121.82,    123.04,    121.19,    122.57,    120.74,    122.14,    120.38,    121.70,    120.03,    121.30,    119.63,    120.92,    119.33,    120.56,    119.02,    120.22,    118.73,    119.89,    118.43,    119.55,    118.16,    119.25,    117.87,    119.00,    117.61,    118.69,    117.40,    116.08,    117.14,    115.90,    116.93,    115.68,
                 480,    223.01,    216.21,    209.88,    203.86,    198.21,    192.79,    187.78,    182.92,    178.41,    174.03,    169.85,    165.95,    162.14,    158.59,    155.14,    151.83,    148.68,    145.62,    142.70,    139.93,    137.26,    134.65,    132.19,    129.77,    127.44,    125.21,    123.04,    120.93,    118.97,    117.01,    125.94,    123.95,    122.01,    123.39,    121.52,    122.75,    120.93,    122.27,    120.51,    121.85,    120.17,    121.45,    119.83,    121.06,    119.44,    120.67,    119.13,    120.30,    118.80,    119.99,    118.52,    119.69,    118.23,    119.36,    117.98,    119.09,    117.70,    118.77,    117.48,    118.50,    117.26,    115.96,    117.04,    115.78,    116.82,
                 496,    221.73,    215.25,    209.10,    203.29,    197.86,    192.64,    187.70,    183.01,    178.55,    174.30,    170.28,    166.38,    162.68,    159.19,    155.83,    152.56,    149.48,    146.44,    143.58,    140.87,    138.19,    135.63,    133.20,    130.81,    128.51,    126.29,    124.17,    122.07,    120.09,    118.14,    116.26,    124.95,    123.09,    121.23,    122.60,    120.76,    121.92,    120.20,    121.46,    119.84,    121.12,    119.49,    120.78,    119.18,    120.41,    118.82,    120.01,    118.56,    119.70,    118.28,    119.42,    117.98,    119.10,    117.71,    118.82,    117.47,    118.57,    117.24,    118.29,    117.01,    118.03,    116.79,    115.57,    116.59,    115.39,
                 512,    221.72,    215.36,    209.41,    203.82,    198.41,    193.41,    188.60,    183.99,    179.59,    175.40,    171.49,    167.67,    164.02,    160.57,    157.22,    154.03,    150.94,    147.97,    145.16,    142.44,    139.77,    137.25,    134.82,    132.42,    130.14,    127.98,    125.84,    123.78,    121.78,    119.85,    117.97,    116.15,    124.57,    122.75,    120.93,    122.26,    120.53,    121.65,    119.97,    121.27,    119.61,    120.91,    119.33,    120.55,    118.97,    120.16,    118.72,    119.82,    118.38,    119.53,    118.08,    119.19,    117.84,    118.94,    117.60,    118.66,    117.35,    118.42,    117.12,    118.13,    116.90,    117.91,    116.69,    115.49,    116.46,
                 528,    220.66,    214.52,    208.82,    203.30,    198.08,    193.16,    188.47,    184.00,    179.74,    175.66,    171.79,    168.06,    164.46,    161.10,    157.78,    154.68,    151.66,    148.75,    145.95,    143.27,    140.66,    138.18,    135.73,    133.42,    131.17,    128.98,    126.88,    124.84,    122.86,    120.96,    119.10,    117.30,    115.55,    123.71,    121.95,    120.23,    121.54,    119.81,    120.97,    119.34,    120.57,    119.01,    120.23,    118.71,    119.90,    118.39,    119.56,    118.12,    119.27,    117.83,    118.96,    117.60,    118.69,    117.35,    118.43,    117.12,    118.18,    116.90,    117.93,    116.67,    117.70,    116.47,    117.45,    116.26,    115.08,
                 544,    220.52,    214.61,    209.00,    203.64,    198.62,    193.84,    189.24,    184.86,    180.66,    176.73,    172.84,    169.22,    165.70,    162.34,    159.12,    156.02,    153.01,    150.16,    147.39,    144.74,    142.17,    139.67,    137.29,    134.97,    132.74,    130.57,    128.46,    126.44,    124.46,    122.55,    120.69,    118.90,    117.17,    115.45,    123.36,    121.64,    119.99,    121.24,    119.62,    120.69,    119.10,    120.35,    118.80,    120.00,    118.54,    119.71,    118.26,    119.38,    117.97,    119.09,    117.70,    118.80,    117.43,    118.52,    117.24,    118.27,    117.00,    118.00,    116.76,    117.78,    116.55,    117.55,    116.37,    117.34,    116.17,
                 560,    219.62,    213.83,    208.38,    203.20,    198.27,    193.59,    189.13,    184.89,    180.80,    176.88,    173.16,    169.52,    166.13,    162.86,    159.66,    156.63,    153.72,    150.88,    148.15,    145.62,    143.02,    140.55,    138.19,    135.91,    133.68,    131.53,    129.42,    127.41,    125.46,    123.53,    121.70,    119.96,    118.23,    116.55,    114.92,    122.63,    120.94,    119.34,    120.57,    119.00,    120.07,    118.51,    119.75,    118.23,    119.43,    117.98,    119.13,    117.70,    118.84,    117.44,    118.56,    117.23,    118.30,    116.98,    118.02,    116.77,    117.79,    116.55,    117.58,    116.34,    117.34,    116.16,    117.13,    115.97,    116.93,
                 576,    219.56,    213.93,    208.64,    203.59,    198.81,    194.21,    189.86,    185.73,    181.67,    177.84,    174.16,    170.66,    167.26,    164.00,    160.87,    157.85,    155.01,    152.18,    149.49,    146.84,    144.39,    141.91,    139.57,    137.31,    135.09,    132.94,    130.91,    128.89,    126.97,    125.07,    123.22,    121.44,    119.75,    118.05,    116.40,    114.82,    122.35,    120.75,    119.15,    120.38,    118.82,    119.84,    118.37,    119.51,    118.05,    119.27,    117.84,    118.97,    117.57,    118.68,    117.32,    118.40,    117.10,    118.15,    116.87,    117.91,    116.66,    117.65,    116.45,    117.44,    116.27,    117.23,    116.07,    117.04,    115.90,
                 592,    218.65,    213.24,    208.04,    203.22,    198.53,    194.04,    189.76,    185.68,    181.75,    178.03,    174.41,    170.96,    167.68,    164.49,    161.36,    158.40,    155.56,    152.82,    150.15,    147.62,    145.12,    142.71,    140.40,    138.14,    135.96,    133.85,    131.82,    129.81,    127.90,    126.01,    124.20,    122.43,    120.75,    119.08,    117.45,    115.86,    114.32,    121.66,    120.09,    118.57,    119.75,    118.26,    119.28,    117.84,    118.98,    117.55,    118.69,    117.32,    118.42,    117.10,    118.17,    116.85,    117.91,    116.64,    117.68,    116.44,    117.48,    116.25,    117.22,    116.06,    117.04,    115.87,    116.84,    115.67,    116.61,
                 608,    218.62,    213.34,    208.30,    203.55,    199.00,    194.63,    190.42,    186.41,    182.58,    178.91,    175.35,    171.94,    168.67,    165.53,    162.50,    159.57,    156.74,    154.05,    151.40,    148.86,    146.40,    144.04,    141.73,    139.51,    137.32,    135.24,    133.15,    131.22,    129.28,    127.44,    125.63,    123.88,    122.18,    120.50,    118.87,    117.31,    115.80,    114.29,    121.40,    119.89,    118.40,    119.52,    118.07,    119.06,    117.68,    118.81,    117.44,    118.55,    117.21,    118.29,    116.99,    118.03,    116.75,    117.80,    116.54,    117.53,    116.34,    117.31,    116.14,    117.12,    115.95,    116.93,    115.77,    116.72,    115.59,
                 624,    217.79,    212.69,    207.79,    203.14,    198.68,    194.40,    190.34,    186.39,    182.63,    179.04,    175.60,    172.25,    169.03,    165.90,    162.94,    160.07,    157.29,    154.62,    152.02,    149.50,    147.11,    144.75,    142.47,    140.25,    138.13,    136.05,    134.02,    132.09,    130.17,    128.34,    126.53,    124.80,    123.10,    121.44,    119.83,    118.27,    116.75,    115.24,    113.81,    120.81,    119.30,    117.88,    119.00,    117.57,    118.59,    117.22,    118.34,    116.99,    118.05,    116.75,    117.79,    116.52,    117.57,    116.31,    117.30,    116.12,    117.10,    115.92,    116.90,    115.75,    116.72,    115.56,    116.49,    115.42,    116.33,
                 640,    217.81,    212.77,    208.05,    203.53,    199.10,    194.95,    190.95,    187.11,    183.39,    179.87,    176.44,    173.15,    170.02,    166.96,    163.96,    161.21,    158.45,    155.77,    153.22,    150.74,    148.32,    146.02,    143.76,    141.53,    139.37,    137.33,    135.36,    133.37,    131.50,    129.65,    127.88,    126.16,    124.45,    122.81,    121.21,    119.66,    118.12,    116.64,    115.18,    113.78,    120.55,    119.11,    117.71,    118.83,    117.42,    118.39,    117.07,    118.14,    116.83,    117.89,    116.61,    117.66,    116.40,    117.41,    116.24,    117.23,    116.03,    117.03,    115.83,    116.82,    115.66,    116.56,    115.49,    116.41,    115.34,
                 656,    217.05,    212.18,    207.55,    203.09,    198.86,    194.76,    190.84,    187.10,    183.47,    179.98,    176.65,    173.40,    170.29,    167.31,    164.40,    161.61,    158.90,    156.30,    153.77,    151.32,    148.95,    146.65,    144.41,    142.25,    140.15,    138.11,    136.13,    134.19,    132.29,    130.50,    128.74,    127.03,    125.34,    123.69,    122.11,    120.56,    119.05,    117.56,    116.11,    114.73,    113.37,    119.95,    118.59,    117.21,    118.31,    116.95,    117.92,    116.66,    117.70,    116.43,    117.46,    116.23,    117.24,    116.01,    117.03,    115.83,    116.82,    115.65,    116.61,    115.49,    116.43,    115.32,    116.24,    115.16,    116.08,
                 672,    217.08,    212.31,    207.82,    203.40,    199.22,    195.26,    191.44,    187.71,    184.16,    180.72,    177.43,    174.30,    171.19,    168.24,    165.38,    162.59,    159.94,    157.38,    154.85,    152.36,    150.07,    147.81,    145.55,    143.45,    141.35,    139.33,    137.33,    135.46,    133.58,    131.76,    129.96,    128.29,    126.62,    124.99,    123.42,    121.85,    120.34,    118.88,    117.43,    116.01,    114.67,    113.32,    119.76,    118.44,    117.08,    118.16,    116.85,    117.77,    116.52,    117.54,    116.30,    117.32,    116.14,    117.11,    115.93,    116.89,    115.74,    116.70,    115.55,    116.49,    115.38,    116.31,    115.24,    116.14,    115.08,
                 688,    216.33,    211.70,    207.35,    203.06,    199.03,    195.09,    191.34,    187.75,    184.23,    180.87,    177.60,    174.51,    171.50,    168.59,    165.78,    163.03,    160.39,    157.86,    155.36,    152.99,    150.68,    148.43,    146.25,    144.12,    142.02,    140.05,    138.10,    136.17,    134.35,    132.57,    130.79,    129.11,    127.44,    125.83,    124.26,    122.72,    121.24,    119.76,    118.35,    116.93,    115.57,    114.24,    112.95,    119.25,    117.90,    116.62,    117.69,    116.41,    117.31,    116.08,    117.11,    115.89,    116.92,    115.73,    116.72,    115.54,    116.52,    115.37,    116.29,    115.23,    116.14,    115.06,    115.96,    114.89,    115.79,
                 704,    216.37,    211.84,    207.53,    203.36,    199.38,    195.54,    191.85,    188.28,    184.88,    181.59,    178.38,    175.29,    172.32,    169.42,    166.63,    163.94,    161.37,    158.86,    156.41,    154.05,    151.74,    149.49,    147.33,    145.24,    143.15,    141.19,    139.27,    137.34,    135.54,    133.74,    132.00,    130.29,    128.68,    127.06,    125.51,    123.97,    122.48,    121.00,    119.58,    118.19,    116.82,    115.49,    114.19,    112.88,    119.07,    117.80,    116.52,    117.55,    116.30,    117.21,    115.98,    116.94,    115.78,    116.79,    115.63,    116.60,    115.47,    116.41,    115.29,    116.23,    115.13,    116.03,    114.95,    115.87,    114.84,
                 720,    215.80,    211.38,    207.13,    203.05,    199.15,    195.39,    191.81,    188.30,    184.93,    181.69,    178.55,    175.53,    172.61,    169.78,    167.03,    164.39,    161.81,    159.33,    156.92,    154.57,    152.28,    150.10,    147.96,    145.86,    143.84,    141.85,    139.97,    138.08,    136.27,    134.50,    132.78,    131.09,    129.46,    127.83,    126.30,    124.77,    123.27,    121.83,    120.41,    119.05,    117.68,    116.34,    115.05,    113.80,    112.57,    118.59,    117.33,    116.11,    117.10,    115.89,    116.77,    115.57,    116.58,    115.44,    116.39,    115.26,    116.20,    115.10,    116.02,    114.94,    115.83,    114.80,    115.71,    114.65,    115.52,
